mach,alpha,CX-global,CY-global,CZ-global,CMX-global,CMY-global,CMZ-global,CX-dir,CY-dir,CZ-dir,CMX-dir,CMY-dir,CMZ-dir
1.1,-0.0,-0.46665592,5.5963773e-05,-0.00055250631,-5.295065,-0.79799742,0.31180349,-0.46665592,5.5963773e-05,0.00055250631,-5.295065,-0.79799742,0.31180349
1.1,-0.0,-0.46665592,5.5963773e-05,-0.00055250631,-5.295065,-0.79799742,0.31180349,-0.46665592,5.5963773e-05,0.00055250631,-5.295065,-0.79799742,0.31180349
1.1,-0.0,-0.46665592,5.5963773e-05,-0.00055250631,-5.295065,-0.79799742,0.31180349,-0.46665592,5.5963773e-05,0.00055250631,-5.295065,-0.79799742,0.31180349
